id|tituloPincipal|tituloOriginal|anoLancamento|tempoMinutos|genero|notaMedia|numeroVotos|generoArtista|personagem|nomeArtista|anoNascimento|anoFalecimento|profissao|titulosMaisConhecidos
tt0000009|Miss Jerry|Miss Jerry|1894|45|Romance|5.3|200|actress|Miss Geraldine Holbrook (Miss Jerry)|Blanche Bayliss|1878|1951|actress|tt0000009
tt0000009|Miss Jerry|Miss Jerry|1894|45|Romance|5.3|200|actor|Mr. Hamilton|William Courtenay|1875|1933|actor|tt0021535,tt0000009,tt0020355,tt0020403
tt0000009|Miss Jerry|Miss Jerry|1894|45|Romance|5.3|200|actor|Chauncey Depew - the Director of the New York Central Railroad|Chauncey Depew|1834|1928|actor,writer|tt1076833,tt0490842,tt0000009,tt4484306
tt0000502|Bohemios|Bohemios|1905|100|\N|4.2|14|actor|\N|Antonio del Pozo|\N|\N|actor|tt0000502
tt0000502|Bohemios|Bohemios|1905|100|\N|4.2|14|actor|\N|El Mochuelo|\N|\N|actor|tt0000502
tt0000574|The Story of the Kelly Gang|The Story of the Kelly Gang|1906|70|Action,Adventure,Biography|6.0|797|actress|Kate Kelly|Elizabeth Tait|1879|\N|actress|tt0000574
tt0000574|The Story of the Kelly Gang|The Story of the Kelly Gang|1906|70|Action,Adventure,Biography|6.0|797|actor|School Master|John Tait|1871|1955|actor,producer|tt0000574
tt0000574|The Story of the Kelly Gang|The Story of the Kelly Gang|1906|70|Action,Adventure,Biography|6.0|797|actor|Joe Byrne|Nicholas Brierley|1880|1935|actor|tt0000574
tt0000574|The Story of the Kelly Gang|The Story of the Kelly Gang|1906|70|Action,Adventure,Biography|6.0|797|actor|Steve Hart|Norman Campbell|\N|\N|actor|tt12579676,tt0000574
tt0000591|The Prodigal Son|L'enfant prodigue|1907|90|Drama|5.1|20|actor|\N|Henri Gouget|\N|\N|actor|tt3752844,tt0451296,tt0311681,tt0400955
tt0000591|The Prodigal Son|L'enfant prodigue|1907|90|Drama|5.1|20|actress|\N|Christiane Mandelys|1873|1957|actress|tt0757216,tt0208313,tt0757218,tt0000591
tt0000591|The Prodigal Son|L'enfant prodigue|1907|90|Drama|5.1|20|actor|\N|Georges Wague|1874|1965|actor|tt0434033,tt0432622,tt0764742,tt0007518
tt0000591|The Prodigal Son|L'enfant prodigue|1907|90|Drama|5.1|20|actress|\N|Gilberte Sergy|\N|1924|actress|tt0435273,tt0433616,tt1745783,tt0000591
tt0000615|Robbery Under Arms|Robbery Under Arms|1907|\N|Drama|4.3|23|actress|\N|Rhoda Dendron|1884|1970|actress|tt0000615
tt0000615|Robbery Under Arms|Robbery Under Arms|1907|\N|Drama|4.3|23|actor|Curate|Arthur Guest|1857|1937|actor|tt0000615
tt0000615|Robbery Under Arms|Robbery Under Arms|1907|\N|Drama|4.3|23|actor|Trooper|William Duff|\N|\N|actor,cinematographer|tt0000615
tt0000615|Robbery Under Arms|Robbery Under Arms|1907|\N|Drama|4.3|23|actor|Inspector of Police|Lance Vane|1884|1942|actor|tt0135045,tt0000615,tt0134787
tt0000615|Robbery Under Arms|Robbery Under Arms|1907|\N|Drama|4.3|23|actor|Warder|George Merriman|1879|1934|actor|tt0000615
tt0000615|Robbery Under Arms|Robbery Under Arms|1907|\N|Drama|4.3|23|actor|Warrigal|Jim Gerald|1891|1971|actor|tt0043199,tt0000615,tt0134787,tt0033168
tt0000630|Hamlet|Amleto|1908|\N|Drama|2.9|25|actress|Ofelia|Fernanda Negri Pouget|1889|1955|actress|tt0003489,tt0184691,tt0167871,tt0000630
tt0000679|The Fairylogue and Radio-Plays|The Fairylogue and Radio-Plays|1908|120|Adventure,Fantasy|5.2|66|actor|The Wizard of Oz Man|L. Frank Baum|1856|1919|writer,producer,miscellaneous|tt0004207,tt0089908,tt0032138,tt0000679
tt0000679|The Fairylogue and Radio-Plays|The Fairylogue and Radio-Plays|1908|120|Adventure,Fantasy|5.2|66|actor|Nick Chopper - Tin WoodmanThe White Rabbit|George E. Wilson|\N|\N|actor|tt0000679
tt0000679|The Fairylogue and Radio-Plays|The Fairylogue and Radio-Plays|1908|120|Adventure,Fantasy|5.2|66|actor|His Majesty the ScarecrowPara Bruin - the Rubber Bear|Frank Burns|\N|\N|actor|tt0438647,tt0000679,tt0233821
tt0000679|The Fairylogue and Radio-Plays|The Fairylogue and Radio-Plays|1908|120|Adventure,Fantasy|5.2|66|actor|Tik-Tok - the Machine Man|Wallace Illington|\N|\N|actor|tt0000679
tt0000862|Faldgruben|Faldgruben|1909|\N|\N|4.5|16|actor|Fader Loriot|Carl Hintz|1869|1926|actor|tt2426100,tt2442724,tt2436368,tt0125131
tt0000862|Faldgruben|Faldgruben|1909|\N|\N|4.5|16|actor|Charles|Hr. Andreasen|\N|\N|actor|tt0000862
tt0000862|Faldgruben|Faldgruben|1909|\N|\N|4.5|16|actor|Doktor|O. Poulsen|\N|\N|actor|tt0000862
tt0000862|Faldgruben|Faldgruben|1909|\N|\N|4.5|16|actor|Blegnæb|Schiøler Linck|1878|1952|actor|tt0018428,tt0253282,tt0124813,tt0000862
tt0000862|Faldgruben|Faldgruben|1909|\N|\N|4.5|16|actor|Vært|Carl Johan Lundkvist|1875|1915|actor|tt2414410,tt2428338,tt2426460,tt0001049
tt0000862|Faldgruben|Faldgruben|1909|\N|\N|4.5|16|actress|Gervaise|Kate Fabian|1870|1929|actress,writer|tt0125327,tt0163578,tt0123135,tt2436368
tt0000886|Hamlet, Prince of Denmark|Hamlet|1910|\N|Drama|4.7|38|actor|Hamlet|Jean Mounet-Sully|1841|1916|actor|tt0449855,tt0000886,tt1732180,tt0492275
tt0000941|Locura de amor|Locura de amor|1909|45|Drama|4.5|23|actor|\N|José Durany|\N|\N|actor|tt0011544,tt0004571,tt0191412,tt2901784
tt0000941|Locura de amor|Locura de amor|1909|45|Drama|4.5|23|actor|\N|Joaquín Carrasco|\N|1968|actor,make_up_department|tt0038625,tt0017105,tt0033004,tt0042574
tt0000941|Locura de amor|Locura de amor|1909|45|Drama|4.5|23|actor|\N|José Argelagués|\N|\N|actor|tt0009039,tt0000941,tt0009955
tt0000941|Locura de amor|Locura de amor|1909|45|Drama|4.5|23|actress|\N|Elvira Fremont|\N|\N|actress|tt0000941
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actor|\N|N. Eiberg|\N|\N|actor|tt0001049,tt0000794
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actor|Tam|Aage Brandt|1889|1970|actor,director,writer|tt0127039,tt0127029,tt18989830,tt2358410
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actress|Palle|Maggi Zinn|1873|1952|actress|tt0445504,tt2412934,tt2366010,tt0125102
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actor|Gøngehøvdingen|Jørgen Lund|1873|1941|actor,production_designer,director|tt2409490,tt0124925,tt0005529,tt0001195
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actor|Ib|Carl Johan Lundkvist|1875|1915|actor|tt2414410,tt2428338,tt2426460,tt0001049
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actor|Mogens Krabbe|Kaj Rasmussen|1885|1954|actor|tt2409466,tt0001049,tt2430772,tt2342630
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actress|\N|Emilie Sannom|1886|1931|actress,writer|tt0496809,tt0496707,tt0001240,tt0496808
tt0001049|Gøngehøvdingen|Gøngehøvdingen|1909|\N|Drama,War|3.6|16|actress|\N|Solborg Fjeldsøe Rasmussen|\N|\N|actress|tt2436498,tt3126502,tt0001049,tt2436410
tt0001101|Abraham Lincoln's Clemency|Abraham Lincoln's Clemency|1910|\N|\N|4.8|37|actor|\N|Leopold Wharton|1870|1927|director,producer,actor|tt0174714,tt0003692,tt0006409,tt0008411
tt0001112|Amleto|Amleto|1910|\N|Drama|3.8|42|actor|Hamlet|Dante Cappelli|\N|\N|actor,director|tt0130684,tt0923008,tt0160116,tt0001112
tt0001112|Amleto|Amleto|1910|\N|Drama|3.8|42|actress|\N|Maria Caserini|\N|1969|actress|tt0185496,tt0188942,tt0216566,tt0000609
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|Svi-Svi|Alfred Cohn|1867|1932|director,actor|tt0002642,tt2363060,tt2363096,tt2363052
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actress|Dansemusen|Marie Niedermann|1880|1967|actress|tt0125524,tt0033327,tt0124201,tt0127579
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|Røret|Aage Fønss|1887|1976|actor|tt0308106,tt2811374,tt2413056,tt0127579
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|Chief of Police|Philip Bech|1869|1928|actor|tt0428042,tt0236782,tt0008100,tt0001196
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|\N|Axel Garde|1876|1958|writer,actor|tt2335396,tt0002646,tt0445504,tt0129242
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|Pariserdrengen|Aage Bjørnbak|1875|1913|actor|tt0127579,tt0001116,tt0001115,tt0001440
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|\N|Peter Malberg|1887|1965|actor,soundtrack|tt0123542,tt0123032,tt2413056,tt0050542
tt0001115|Ansigttyven I|Ansigttyven I|1910|\N|Crime|4.6|19|actor|\N|Victor Neumann|1852|1924|actor|tt0346642,tt2426262,tt2347322,tt2347768
tt0001116|Ansigttyven II|Ansigttyven II|1910|\N|\N|4.7|18|actor|\N|Alfred Cohn|1867|1932|director,actor|tt0002642,tt2363060,tt2363096,tt2363052
tt0001116|Ansigttyven II|Ansigttyven II|1910|\N|\N|4.7|18|actor|\N|Aage Fønss|1887|1976|actor|tt0308106,tt2811374,tt2413056,tt0127579
tt0001240|Hamlet|Hamlet|1911|\N|Drama|3.9|21|actor|\N|Axel Mattsson|1887|1937|actor,stunts|tt2361290,tt0822005,tt2371630,tt1813256
tt0001240|Hamlet|Hamlet|1911|\N|Drama|3.9|21|actress|Ophelia|Emilie Sannom|1886|1931|actress,writer|tt0496809,tt0496707,tt0001240,tt0496808
tt0001277|Kapergasten|Kapergasten|1910|\N|Drama|4.5|23|actress|Ung Jomfru|Jenny Roelsgaard|1878|1936|actress|tt0127579,tt0129057,tt2362040,tt0130844
tt0001277|Kapergasten|Kapergasten|1910|\N|Drama|4.5|23|actor|Landsforræder|Aage Fønss|1887|1976|actor|tt0308106,tt2811374,tt2413056,tt0127579
tt0001277|Kapergasten|Kapergasten|1910|\N|Drama|4.5|23|actor|Kapergasten|Aage Schmidt|1885|1949|actor|tt0127579,tt0015768,tt0031361,tt0005529
tt0001277|Kapergasten|Kapergasten|1910|\N|Drama|4.5|23|actor|Salomon Baadsmand|Alfred Cohn|1867|1932|director,actor|tt0002642,tt2363060,tt2363096,tt2363052
tt0001285|The Life of Moses|The Life of Moses|1909|50|Biography,Drama,Family|5.5|58|actor|Moses|Pat Hartigan|1881|1951|director,actor,producer|tt1308969,tt0010949,tt1320429,tt2489106
tt0001285|The Life of Moses|The Life of Moses|1909|50|Biography,Drama,Family|5.5|58|actress|\N|Julia Arthur|1868|1950|actress|tt0353535,tt0008954,tt0007817,tt0000643
tt0001285|The Life of Moses|The Life of Moses|1909|50|Biography,Drama,Family|5.5|58|actor|\N|William Humphrey|1863|1942|actor,director,writer|tt0223437,tt0167013,tt0009891,tt0010997
tt0001285|The Life of Moses|The Life of Moses|1909|50|Biography,Drama,Family|5.5|58|actor|\N|Charles Kent|1852|1923|actor,director,writer|tt0338498,tt0002031,tt0328057,tt0327479
tt0001285|The Life of Moses|The Life of Moses|1909|50|Biography,Drama,Family|5.5|58|actress|\N|Edith Storey|1892|1967|actress|tt0003973,tt0159059,tt0003771,tt0006631
tt0001370|Rainha Depois de Morta Inês de Castro|Rainha Depois de Morta Inês de Castro|1910|\N|Drama,History|5.3|24|actor|D. Pedro I|Carlos Santos|1871|1949|actor,director|tt0010641,tt0001370
tt0001370|Rainha Depois de Morta Inês de Castro|Rainha Depois de Morta Inês de Castro|1910|\N|Drama,History|5.3|24|actor|D. Afonso IV|Eduardo Brazão|1851|1925|actor|tt0001370,tt0015252,tt0016774,tt0014328
tt0001370|Rainha Depois de Morta Inês de Castro|Rainha Depois de Morta Inês de Castro|1910|\N|Drama,History|5.3|24|actress|Ines de Castro|Amelia Vieira|1850|1928|actress|tt0001370
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actor|Graf Otto|Peter Malberg|1887|1965|actor,soundtrack|tt0123542,tt0123032,tt2413056,tt0050542
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actor|Westhard|Alfred Cohn|1867|1932|director,actor|tt0002642,tt2363060,tt2363096,tt2363052
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actress|Page|Ragnhild Christensen|\N|\N|actress|tt0001440,tt0003394,tt2437218,tt1813256
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actress|\N|Ellen Gottschalch|1894|1981|actress,soundtrack|tt0039882,tt0314696,tt0043833,tt0123064
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actor|Bödvar|Aage Bjørnbak|1875|1913|actor|tt0127579,tt0001116,tt0001115,tt0001440
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actor|Valdemar Sejr|Aage Fønss|1887|1976|actor|tt0308106,tt2811374,tt2413056,tt0127579
tt0001440|Valdemar Sejr|Valdemar Sejr|1910|\N|Drama,History|4.7|20|actor|\N|Philip Bech|1869|1928|actor|tt0428042,tt0236782,tt0008100,tt0001196
tt0001475|Amor fatal|Amor fatal|1911|\N|Drama,Romance|7.3|21|actress|\N|Lucia Sturza-Bulandra|1873|1961|actress|tt0035373,tt0001475
tt0001475|Amor fatal|Amor fatal|1911|\N|Drama,Romance|7.3|21|actor|\N|Tony Bulandra|\N|\N|actor|tt0172355,tt0001475,tt0173357
tt0001475|Amor fatal|Amor fatal|1911|\N|Drama,Romance|7.3|21|actor|\N|Constantin Neamtu-Ottonel|\N|\N|actor|tt0173719,tt0154252,tt0001475
tt0001475|Amor fatal|Amor fatal|1911|\N|Drama,Romance|7.3|21|actor|\N|Aurel Barbelian|\N|\N|actor|tt0172581,tt0001475,tt0002452
tt0001530|The Bushranger's Bride|Captain Midnight, the Bush King|1911|\N|Drama|5.5|17|actress|\N|Lottie Lyell|1890|1925|actress,writer,editor|tt0258525,tt0011226,tt0010680,tt0007100
tt0001530|The Bushranger's Bride|Captain Midnight, the Bush King|1911|\N|Drama|5.5|17|actor|\N|Raymond Longford|1878|1959|director,writer,actor|tt0007100,tt0010680,tt0258525,tt0353454
tt0001530|The Bushranger's Bride|Captain Midnight, the Bush King|1911|\N|Drama|5.5|17|actress|Elsa|Lily Dampier|1868|1915|actress|tt0001731,tt0001531,tt0001530
tt0001530|The Bushranger's Bride|Captain Midnight, the Bush King|1911|\N|Drama|5.5|17|actor|Edgar DalmoreCaptain Midnight|Alfred Rolfe|1862|1943|director,actor,writer|tt0001731,tt0356838,tt0349241,tt0001531
tt0001531|Captain Starlight, or Gentleman of the Road|Captain Starlight, or Gentleman of the Road|1911|\N|\N|4.6|14|actress|\N|Lottie Lyell|1890|1925|actress,writer,editor|tt0258525,tt0011226,tt0010680,tt0007100
tt0001531|Captain Starlight, or Gentleman of the Road|Captain Starlight, or Gentleman of the Road|1911|\N|\N|4.6|14|actor|\N|Augustus Neville|1879|1963|actor|tt0002525,tt0001911,tt0002361,tt0353881
tt0001531|Captain Starlight, or Gentleman of the Road|Captain Starlight, or Gentleman of the Road|1911|\N|\N|4.6|14|actor|\N|Stanley Walpole|1881|1967|actor|tt1204090,tt0348799,tt0348620,tt0192471
tt0001531|Captain Starlight, or Gentleman of the Road|Captain Starlight, or Gentleman of the Road|1911|\N|\N|4.6|14|actress|\N|Lily Dampier|1868|1915|actress|tt0001731,tt0001531,tt0001530
tt0001531|Captain Starlight, or Gentleman of the Road|Captain Starlight, or Gentleman of the Road|1911|\N|\N|4.6|14|actor|Captain Starlight|Alfred Rolfe|1862|1943|director,actor,writer|tt0001731,tt0356838,tt0349241,tt0001531
tt0001586|A Dog's Tale|A Dog's Tale|1911|\N|\N|3.8|16|actress|\N|Mary Pickford|1892|1979|actress,producer,writer|tt0018183,tt0016028,tt0024539,tt0019788
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actress|\N|Henny Lauritzen|1871|1938|actress|tt2363060,tt2365192,tt2413056,tt2361096
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actor|Laege|Lauritz Olsen|1872|1955|actor,director,writer|tt0000583,tt2330466,tt2343712,tt2411058
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actress|Lily|Zanny Petersen|1892|1976|actress|tt0008100,tt2276608,tt2390244,tt2400826
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actress|Geheimratsehefrau|Ella La Cour|1854|1935|actress|tt0001240,tt2421402,tt0126925,tt2276608
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actor|Sohn Edgar|Carlo Wieth|1885|1943|actor|tt2365890,tt0129929,tt0003306,tt2367008
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actor|GeheimraadenGeheimrat|Thorkild Roose|1874|1961|actor,director|tt0126925,tt2356276,tt2276724,tt2347042
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actress|EbbaSophie|Clara Pontoppidan|1883|1975|actress,soundtrack|tt0001592,tt0445504,tt0125823,tt0013059
tt0001592|In the Prime of Life|Ekspeditricen|1911|52|Drama|5.6|17|actress|\N|Elna From|1869|1943|actress,writer|tt2421402,tt2415374,tt2421546,tt0001592
tt0001614|The Four Devils|De fire djævle|1911|60|Drama|6.3|31|actor|Fritz|Robert Dinesen|1874|1972|director,actor,writer|tt0001614,tt0473730,tt0015107,tt0129092
tt0001614|The Four Devils|De fire djævle|1911|60|Drama|6.3|31|actress|Aimee|Edith Buemann|1879|1968|actress|tt2421546,tt2189300,tt2421432,tt2421298
tt0001614|The Four Devils|De fire djævle|1911|60|Drama|6.3|31|actress|Louise|Tilley Christiansen|1874|1955|actress|tt2436410,tt0212828,tt1980182,tt0001614
tt0001614|The Four Devils|De fire djævle|1911|60|Drama|6.3|31|actor|Adolphe|Carl Rosenbaum|1885|1961|actor,writer,director|tt0001614,tt2421290,tt0444607,tt0001889
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actor|Sir John Wolton|Hans Mierendorff|1882|1955|actor,producer,director|tt0812355,tt0009122,tt0338053,tt7395394
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actress|Maxs Braut Grete|Frau Karsten|\N|\N|actress|tt0001630
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actor|\N|Hanns Kräly|1884|1950|writer,actor,script_department|tt0019257,tt0030052,tt0029347,tt0020081
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actress|Miss Hobbs|Eugenie Werner|\N|\N|actress|tt0001630,tt1325602,tt1653836,tt1640415
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actress|Miss May|Asta Nielsen|1881|1972|actress,producer,director|tt0132113,tt0132207,tt0012249,tt0015842
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actress|Stubenmädchen Mizi|Agda Nilsson|\N|\N|actress|tt0482956,tt0482979,tt0009062,tt0483167
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actor|Max|Carl Clewing|1884|1954|actor,writer,composer|tt0251579,tt0011742,tt0052546,tt0003390
tt0001630|Der fremde Vogel|Der fremde Vogel|1911|45|\N|6.2|31|actor|Mr. Herbert Bruce|Louis Ralph|1884|1952|actor,director,writer|tt0022793,tt0446127,tt1644579,tt0019415
tt0001790|Les Misérables, Part 1: Jean Valjean|Les misérables - Époque 1: Jean Valjean|1913|60|Drama|6.2|49|actress|Éponine Thénardier|Mistinguett|1875|1956|actress,soundtrack,writer|tt0422758,tt0321656,tt0028184,tt0450188
tt0001790|Les Misérables, Part 1: Jean Valjean|Les misérables - Époque 1: Jean Valjean|1913|60|Drama|6.2|49|actress|Fantine Thénardier|Maria Ventura|1890|1954|actress|tt0003159,tt0001790,tt1829708,tt0434447
tt0001790|Les Misérables, Part 1: Jean Valjean|Les misérables - Époque 1: Jean Valjean|1913|60|Drama|6.2|49|actor|Javert|Henri Étiévant|1870|1953|actor,director|tt0455885,tt0431026,tt0141634,tt0135652
tt0001790|Les Misérables, Part 1: Jean Valjean|Les misérables - Époque 1: Jean Valjean|1913|60|Drama|6.2|49|actor|Jean Valjean|Henry Krauss|1866|1935|actor,director,writer|tt0194471,tt1829708,tt0001790,tt0205952
tt0001803|The Mystery of a Hansom Cab|The Mystery of a Hansom Cab|1911|\N|\N|3.0|11|actor|\N|Walter Dalgleish|\N|\N|actor|tt0001803
tt0001812|Oedipus Rex|Oedipus Rex|1911|56|Drama|5.6|13|actor|Oedipus|Theo Frenkel|1871|1956|director,actor,writer|tt0014170,tt0011219,tt0010076,tt0010946
tt0001812|Oedipus Rex|Oedipus Rex|1911|56|Drama|5.6|13|actress|Iocasta|Suzanne de Baere|\N|\N|actress|tt0001812
tt0001889|Skæbnebæltet|Skæbnebæltet|1911|\N|\N|4.0|14|actor|\N|Albrecht Schmidt|1870|1945|actor|tt2426412,tt2363482,tt0126940,tt0124269
tt0001889|Skæbnebæltet|Skæbnebæltet|1911|\N|\N|4.0|14|actress|Jeanne his Wife|Karen Caspersen|1890|1941|actress|tt0005529,tt0123135,tt0123032,tt0123152
tt0001889|Skæbnebæltet|Skæbnebæltet|1911|\N|\N|4.0|14|actress|Ravauds Daughter|Ellen Malberg|1907|1983|actress|tt1813256,tt0031932,tt0044814,tt0001889
tt0001889|Skæbnebæltet|Skæbnebæltet|1911|\N|\N|4.0|14|actor|\N|Gunnar Rosenbaum|\N|\N|music_department,actor|tt0001889,tt0365675,tt2988700
tt0001889|Skæbnebæltet|Skæbnebæltet|1911|\N|\N|4.0|14|actor|Ravaud blind organist|Benjamin Christensen|1879|1959|director,writer,actor|tt0013257,tt0005529,tt0020004,tt0016783
tt0001889|Skæbnebæltet|Skæbnebæltet|1911|\N|\N|4.0|14|actor|Ali Baba|Fritz Lamprecht|1883|1941|producer,director,actor|tt0278991,tt0283310,tt0324230,tt0278364
tt0001892|Den sorte drøm|Den sorte drøm|1911|53|Drama|5.9|240|actor|\N|Emil Albes|1861|1923|director,actor,writer|tt14638262,tt0470948,tt0460764,tt4970192
tt0001892|Den sorte drøm|Den sorte drøm|1911|53|Drama|5.9|240|actor|Hofjuveler A. Hirsch|Gunnar Helsengreen|1880|1939|actor,director,writer|tt2397790,tt0001115,tt0001440,tt0462420
tt0001892|Den sorte drøm|Den sorte drøm|1911|53|Drama|5.9|240|actress|Stella|Asta Nielsen|1881|1972|actress,producer,director|tt0132113,tt0132207,tt0012249,tt0015842
tt0001892|Den sorte drøm|Den sorte drøm|1911|53|Drama|5.9|240|actress|\N|Mary Hagen|\N|\N|actress|tt1573909,tt0001892
tt0001892|Den sorte drøm|Den sorte drøm|1911|53|Drama|5.9|240|actor|Grev Johan Waldberg|Valdemar Psilander|1884|1917|actor,music_department,producer|tt0126888,tt0422228,tt0001185,tt0174712
tt0001892|Den sorte drøm|Den sorte drøm|1911|53|Drama|5.9|240|actor|\N|Hugo Flink|1879|1947|actor|tt2841836,tt0322123,tt0460246,tt0362444
tt0001911|Nell Gwynne|Sweet Nell of Old Drury|1911|50|Biography,Drama,History|3.7|23|actor|Lord Jeffries|Charles Lawrence|1896|1984|production_designer,actor|tt2593576,tt0347595,tt1353138,tt0001911
tt0001911|Nell Gwynne|Sweet Nell of Old Drury|1911|50|Biography,Drama,History|3.7|23|actor|Lord Rochester|Stewart Clyde|1877|1920|actor|tt0001911
tt0001911|Nell Gwynne|Sweet Nell of Old Drury|1911|50|Biography,Drama,History|3.7|23|actress|Nell Gwynne|Nellie Stewart|1858|1931|actress|tt0001911
tt0001911|Nell Gwynne|Sweet Nell of Old Drury|1911|50|Biography,Drama,History|3.7|23|actor|King Charles II|Augustus Neville|1879|1963|actor|tt0002525,tt0001911,tt0002361,tt0353881
tt0001964|The Traitress|Die Verräterin|1911|48|Drama|6.0|86|actor|Lieutenant von Mallwitz|Robert Valberg|1884|1955|actor,miscellaneous|tt0884032,tt0431952,tt1019910,tt0210731
tt0001964|The Traitress|Die Verräterin|1911|48|Drama|6.0|86|actor|Marquis de Bougival|Max Obal|1881|1949|director,writer,actor|tt0018962,tt0229543,tt7363364,tt11006980
tt0001964|The Traitress|Die Verräterin|1911|48|Drama|6.0|86|actor|\N|Max Wilmsen|1885|1953|actor|tt0031949,tt0264166,tt0440056,tt0265644
tt0001964|The Traitress|Die Verräterin|1911|48|Drama|6.0|86|actress|Yvonne|Asta Nielsen|1881|1972|actress,producer,director|tt0132113,tt0132207,tt0012249,tt0015842
tt0001964|The Traitress|Die Verräterin|1911|48|Drama|6.0|86|actor|Vujrat leader of the partisans|Emil Albes|1861|1923|director,actor,writer|tt14638262,tt0470948,tt0460764,tt4970192
tt0001964|The Traitress|Die Verräterin|1911|48|Drama|6.0|86|actor|\N|Albert Paul|1856|1928|actor,director,cinematographer|tt5505320,tt0472881,tt0472791,tt0157888
tt0002022|Anfisa|Anfisa|1912|\N|Drama|7.0|10|actor|\N|Vladimir Shaternikov|1884|1914|actor|tt0003625,tt0003039,tt0002136,tt0002987
tt0002022|Anfisa|Anfisa|1912|\N|Drama|7.0|10|actor|\N|Vladimir Maksimov|1880|1937|actor,director,writer|tt21882742,tt0017797,tt21916662,tt0259379
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actress|Annys veninne|Aagot Gundersen|\N|\N|actress|tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actor|Snapp bankkasserer|Eugène Bech|\N|\N|actor|tt0033794,tt0018128,tt0036675,tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actor|Grossererens sønn|Waldemar Zwinge|\N|\N|actor|tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actress|Grossererens kone|Gunlaug Lund|\N|\N|actress|tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actor|Willmann grossereren|Johan Andersson|\N|\N|actor|tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actress|Annys mor|Fru Zwinge|\N|\N|actress|tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actress|Anny|Julie Jansen-Fuhr|1878|1947|actress|tt0002026
tt0002026|Anny - Story of a Prostitute|Anny - en gatepiges roman|1912|68|Drama,Romance|4.6|13|actor|Annys far|Ole Brun Lie|\N|\N|actor|tt0002026
